delta_v,delta_g,delta_h,p,v,g,h,f,c,cost,reward
-0.769724939,-0.276997832,-0.942010492,100,51.23144005,89.29992548,32.76252268,1.524179012,507.2329151,511.8054521,-511.8054521
-0.608295293,-0.386153397,-0.353107241,100,50.62314476,85.43839151,30.73161425,4.131315302,498.3516299,510.7455759,-510.7455759
0.549640123,0.700907034,-0.406073265,100,51.17278488,92.44746185,28.39606993,0,529.8434073,529.8434073,-529.8434073
0.704666804,0.557172253,0.408301393,100,51.87745168,98.01918438,30.74442941,0,587.4077317,587.4077317,-587.4077317
0.955049339,-0.966206317,-0.593356961,100,52.83250102,88.35712121,27.33171647,1.542677206,647.5740947,652.2021263,-652.2021263
-0.115156189,0.449424529,0.93448192,100,52.71734483,92.8513665,32.70642132,0,657.9661572,657.9661572,-657.9661572
-0.596050977,-0.744158985,0.561812232,100,52.12129386,85.40977664,35.93770366,4.894264588,637.4840923,652.166886,-652.166886
-0.211508515,0.790465305,0.835786014,100,51.90978534,93.31442969,40.74475562,0,610.4273112,610.4273112,-610.4273112
-0.489163609,-0.294243179,0.223832637,100,51.42062173,90.3719979,42.03213672,0.859734486,600.2562068,602.8354103,-602.8354103
0.861249725,0.068531404,-0.138054178,100,52.28187146,91.05731194,41.23811337,0.034039552,622.9040906,623.0062093,-623.0062093
-0.824447707,-0.040308327,0.552076823,100,51.45742375,90.65422867,44.41340218,0.666527237,639.3694376,641.3690193,-641.3690193
0.896518987,-0.395339025,-0.981367621,100,52.35394274,86.70083842,38.76903261,3.024197928,644.9889327,654.0615264,-654.0615264
0.655115062,0.071693092,0.848855886,100,53.0090578,87.41776935,43.65125638,2.076057191,629.5836937,635.8118653,-635.8118653
0.891180295,-0.138108652,0.860197648,100,53.90023809,86.03668283,48.59871269,2.61095667,603.7771691,611.6100391,-611.6100391
0.959287063,-0.086962234,-0.155812651,100,54.85952516,85.16706049,47.70255088,3.019929152,614.8252462,623.8850337,-623.8850337
-0.40040619,-0.677567794,0.741618231,100,54.45911897,78.39138255,51.9679936,7.410568187,596.4832128,618.7149174,-618.7149174
0.845490413,0.332642159,-0.097863629,100,55.30460938,81.71780414,51.40512758,4.387247756,606.5855126,619.7472558,-619.7472558
-0.802785822,0.857381802,0.440085361,100,54.50182356,90.29162216,53.93629364,0,583.9859282,583.9859282,-583.9859282
0.766278236,-0.913941149,0.124527102,100,55.26810179,81.15221067,54.65251555,5.591765126,581.4510198,598.2263152,-598.2263152
-0.851723616,-0.469872384,-0.880700936,100,54.41637818,76.45348683,49.58713388,7.903541803,586.7048917,610.4155171,-610.4155171
0.891439836,-0.24991386,0.548008168,100,55.30781801,73.95434823,52.73902167,9.204940615,575.3480457,602.9628675,-602.9628675
-0.318354723,-0.283511388,0.276312513,100,54.98946329,71.11923435,54.32824258,10.48040558,564.2238056,595.6650223,-595.6650223
0.29735553,0.304284494,0.40285926,100,55.28681882,74.16207929,56.64530144,8.85384993,562.9533921,589.5149419,-589.5149419
-0.447198286,-0.80549402,0.682481686,100,54.83962053,66.10713909,60.5706183,16.52399166,567.8006766,617.3726516,-617.3726516
0.256866831,-0.575456293,0.017993592,100,55.09648737,60.35257616,60.67410906,16.4719305,563.4727902,612.8885817,-612.8885817
-0.119766194,-0.046764748,-0.790294129,100,54.97672117,59.88492868,56.12870524,18.79866682,551.437301,607.8333015,-607.8333015
-0.678329137,-0.381032771,-0.909908423,100,54.29839203,56.07460097,50.8953357,18.5055438,507.9875862,563.5042176,-563.5042176
-0.921709311,0.285399851,0.24906316,100,53.37668272,58.92859948,52.32783102,18.67741466,470.9798666,527.0121105,-527.0121105
0.586686429,0.891738344,0.380677984,100,53.96336915,67.84598292,54.51731351,12.80860469,450.5464283,488.9722424,-488.9722424
-0.808911072,0.595367448,0.773250806,100,53.15445808,73.7996574,58.96469207,9.977285177,419.2500543,449.1819098,-449.1819098
-0.66571819,0.83964853,-0.268350281,100,52.48873989,82.1961427,57.42126622,6.052142571,389.2307467,407.3871744,-407.3871744
0.586037366,-0.114552881,-0.060358912,100,53.07477726,81.05061389,57.07410986,5.71753642,349.9852578,367.137867,-367.137867
0.388689465,0.02844167,-0.886678897,100,53.46346672,81.33503059,51.97434574,5.864496882,324.7447626,342.3382532,-342.3382532
0.624334102,-0.888973152,-0.084251942,100,54.08780082,72.44529907,51.48976781,12.4766826,323.5697617,360.9998095,-360.9998095
0.960324101,-0.636886367,-0.155001299,100,55.04812492,66.0764354,50.59827252,15.95629267,339.8400081,387.7088861,-387.7088861
-0.894066575,-0.605138449,-0.224314201,100,54.15405835,60.02505091,49.30812169,15.63955457,384.5452313,431.463895,-431.463895
-0.398567983,0.409140894,0.176294677,100,53.75549037,64.11645985,50.32208657,14.54368889,431.6886171,475.3196838,-475.3196838
-0.254677892,0.39126995,-0.591720051,100,53.50081248,68.02915935,46.91878838,15.27866624,484.0996558,529.9356545,-529.9356545
-0.83696176,-0.286550437,0.109450102,100,52.66385072,65.16365497,47.5482944,16.37289414,496.9850656,546.103748,-546.103748
0.02991072,0.848094471,0.588234602,100,52.69376144,73.64459968,50.93154591,10.47011269,485.8284281,517.2387661,-517.2387661
-0.125504016,0.865201777,-0.30303409,100,52.56825742,82.29661746,49.18863494,5.175336813,436.9211429,452.4471533,-452.4471533
0.152816148,0.111581203,0.441275154,100,52.72107357,83.41242948,51.72664414,5.180413322,393.5743739,409.1156138,-409.1156138
-0.094357743,0.97064801,0.120904154,100,52.62671582,93.11890958,52.42202853,0,364.2043764,364.2043764,-364.2043764
0.034178523,-0.531229323,-0.218461251,100,52.66089435,87.80661635,51.16554115,2.228928831,354.7884694,361.4752559,-361.4752559
-0.924800953,-0.387343809,-0.493802899,100,51.73609339,83.93317826,48.32541682,4.987611079,372.2551297,387.2179629,-387.2179629
0.667651417,0.910418292,0.669702457,100,52.40374481,93.03736118,52.1772335,0,387.0335122,387.0335122,-387.0335122
-0.926889879,-0.042301029,0.620965843,100,51.47685493,92.61435089,55.74873987,0,430.1127183,430.1127183,-430.1127183
0.234394787,-0.181308738,-0.60535702,100,51.71124972,90.8012635,52.26700818,0.517068837,492.5416432,494.0928497,-494.0928497
0.748406655,0.240717779,-0.567135307,100,52.45965637,93.20844129,49.00510999,0,544.9267359,544.9267359,-544.9267359
-0.11996235,-0.486548723,0.398826516,100,52.33969402,88.34295407,51.29897439,2.094220598,576.4648662,582.747528,-582.747528
0.544288745,0.004183473,0.868633083,100,52.88398277,88.38478879,56.29494739,1.703260464,579.0287033,584.1384847,-584.1384847
0.186383659,-0.727334649,-0.630829543,100,53.07036643,81.1114423,52.66670962,6.777915067,587.2899805,607.6237257,-607.6237257
0.480632798,-0.669499366,-0.716832546,100,53.55099922,74.41644865,48.54382261,8.876626198,603.4734532,630.1033318,-630.1033318
0.093421641,0.309857182,0.350615633,100,53.64442087,77.51502047,50.56040046,7.389704132,617.3949589,639.5640713,-639.5640713
0.02499543,-0.632517616,-0.799564037,100,53.6694163,71.18984431,45.96168045,12.28243915,633.8355687,670.6828861,-670.6828861
0.555975669,0.276277067,0.170157655,100,54.22539196,73.95261498,46.94034805,11.39902401,624.638132,658.835204,-658.835204
0.833714055,0.158825299,0.63806357,100,55.05910602,75.54086797,50.61019258,9.018707908,589.7557138,616.8118376,-616.8118376
0.189431521,0.331983448,0.176664894,100,55.24853754,78.86070245,51.62628678,7.747390309,558.6483691,581.89054,-581.89054
-0.58601132,-0.789593085,-0.944706527,100,54.66252622,70.9647716,46.19277475,15.14225476,520.3358784,565.7626427,-565.7626427
0.638459286,-0.906680437,-0.397714022,100,55.30098551,61.89796723,43.9053089,14.92249849,489.2955227,534.0630181,-534.0630181
-0.530873124,0.32906348,0.472575725,100,54.77011238,65.18860203,46.62334441,16.85089005,456.8366447,507.3893149,-507.3893149
0.954986968,-0.42841362,0.615098054,100,55.72509935,60.90446583,50.16110199,16.97898869,434.2983141,485.2352801,-485.2352801
-0.020507314,0.700668293,-0.138376539,100,55.70459204,67.91114876,49.36522457,11.38048611,458.5367868,492.6782451,-492.6782451
0.818127923,0.729698858,-0.659504295,100,56.52271996,75.20813734,45.57206297,7.576239314,475.9295468,498.6582647,-498.6582647
0.154749945,-0.518652239,0.282825146,100,56.6774699,70.02161495,47.19874151,12.99052219,463.2244132,502.1959797,-502.1959797
-0.402620872,-0.896416996,0.523377611,100,56.27484903,61.05744498,50.20896581,14.45319095,431.7838286,475.1434014,-475.1434014
0.892555936,0.978772343,-0.733729539,100,57.16740497,70.84516842,45.98889517,17.06366005,401.8544545,453.0454347,-453.0454347
-0.855299738,0.498261092,0.823644857,100,56.31210523,75.82777934,50.72611685,7.508773987,378.3152965,400.8416185,-400.8416185
0.446296036,-0.467613254,0.298625115,100,56.75840127,71.15164681,52.44366945,10.56126976,383.8203041,415.5041134,-415.5041134
-0.934492881,0.954584673,-0.570603004,100,55.82390839,80.69749354,49.16182668,5.187302834,416.984684,432.5465925,-432.5465925
0.115987691,-0.592151217,-0.77767274,100,55.93989608,74.77598137,44.68901521,8.135339989,445.4058718,469.8118918,-469.8118918
-0.690927328,0.627489715,-0.871162177,100,55.24896875,81.05087851,39.67849604,5.084671315,459.8005599,475.0545739,-475.0545739
0.285732235,0.474111446,-0.651183687,100,55.53470099,85.79199297,35.9331907,2.260165551,450.1963892,456.9768858,-456.9768858
-0.294864404,0.963203273,0.356175635,100,55.23983658,95.4240257,37.9817471,0,460.3567379,460.3567379,-460.3567379
0.756256451,0.023683467,-0.038335521,100,55.99609303,95.66086037,37.76125903,0,494.1542065,494.1542065,-494.1542065
0.745847848,-0.443631503,0.710342868,100,56.74194088,91.22454534,41.84682043,0,507.2192077,507.2192077,-507.2192077
-0.945181028,0.965651693,-0.612739446,100,55.79675985,100,38.32262846,0,527.2046737,527.2046737,-527.2046737
0.097601638,-0.248776204,0.947441357,100,55.89436149,97.51223796,43.77186996,0,540.6971175,540.6971175,-540.6971175
-0.663162895,-0.460775507,-0.030257608,100,55.23119859,92.90448289,43.59784229,0,589.7541005,589.7541005,-589.7541005
-0.238481906,-0.140167909,-0.973112709,100,54.99271669,91.5028038,38.00095113,0,653.7698893,653.7698893,-653.7698893
0.484601268,-0.654086749,-0.647638134,100,55.47731796,84.96193632,34.27603816,2.673750042,730.3642883,738.3855384,-738.3855384
-0.994358074,0.7999333,0.581086173,100,54.48295988,92.96126931,37.61817524,0,792.7746655,792.7746655,-792.7746655
0.951649322,0.556123608,0.036656111,100,55.4346092,98.52250539,37.82900412,0,815.0716967,815.0716967,-815.0716967
-0.741058365,-0.532806702,0.327450985,100,54.69355084,93.19443837,39.71234971,0,835.3540504,835.3540504,-835.3540504
-0.574591367,-0.827987437,-0.413340199,100,54.11895947,84.914564,37.33500936,3.367202735,798.8749414,808.9765496,-808.9765496
-0.31689521,-0.147391388,-0.575527876,100,53.80206426,83.44065012,34.02484102,4.476904626,770.7129353,784.1436491,-784.1436491
0.672689224,0.728106909,-0.742690199,100,54.47475349,90.72171922,29.75323284,0,715.8086244,715.8086244,-715.8086244
0.227363252,0.726899002,-0.892796633,100,54.70211674,97.99070923,24.61828235,0,705.0321949,705.0321949,-705.0321949
0.356187304,-0.765566144,-0.623441728,100,55.05830404,90.33504779,21.03253584,0,735.3353814,735.3353814,-735.3353814
0.007850764,-0.156100125,0.4638362,100,55.06615481,88.77404654,23.70030567,0.389541885,739.386774,740.5553997,-740.5553997
0.874261085,0.957097335,-0.0615435,100,55.94041589,98.34501988,23.34633612,0,708.1185359,708.1185359,-708.1185359
-0.085359237,0.736592387,-0.87734728,100,55.85505666,100,18.30024312,0,658.5243136,658.5243136,-658.5243136
0.034960725,-0.361271495,0.32354144,100,55.89001738,96.38728505,20.16110282,0,643.0588523,643.0588523,-643.0588523
-0.081277302,0.079658293,0.727251328,100,55.80874008,97.18386799,24.3439138,0,673.5899962,673.5899962,-673.5899962
0.014399813,-0.172899429,0.713398959,100,55.82313989,95.4548737,28.44705241,0,723.3071716,723.3071716,-723.3071716
-0.595292917,0.861902371,0.051749637,100,55.22784697,100,28.74469222,0,732.7392575,732.7392575,-732.7392575
-0.828629124,-0.632438019,-0.142100624,100,54.39921785,93.67561981,27.9273956,0,756.7158553,756.7158553,-756.7158553
0.939402054,-0.282809124,0.55087374,100,55.3386199,90.84752857,31.09576483,0,802.6356644,802.6356644,-802.6356644
0.80345544,0.13256524,0.212372263,100,56.14207534,92.17318097,32.3172312,0,837.146033,837.146033,-837.146033
-0.890981098,0.881813443,-0.624503922,100,55.25109425,100,28.72537544,0,842.7508421,842.7508421,-842.7508421
0.219927755,-0.402712701,0.403233663,100,55.471022,95.97287299,31.0445877,0,845.2783737,845.2783737,-845.2783737
-0.439044505,-0.358795425,0.813715699,100,55.0319775,92.38491874,35.72470149,0,815.186755,815.186755,-815.186755
0.005821204,-0.789455546,0.385817754,100,55.0377987,84.49036328,37.94374555,3.272928237,795.0206302,804.839415,-804.839415
-0.0074005,0.738716518,-0.853095518,100,55.0303982,91.87752846,33.03713738,0,777.3938393,777.3938393,-777.3938393
-0.881947107,-0.958620746,-0.787900905,100,54.14845109,82.29132101,28.50549827,4.644754691,765.8122719,779.746536,-779.746536
0.928044426,0.303856496,0.329792362,100,55.07649552,85.32988596,30.40231037,2.786081306,776.1468205,784.5050645,-784.5050645
0.158473625,0.545731413,0.599579617,100,55.23496915,90.78720009,33.85081312,0,801.4812861,801.4812861,-801.4812861
0.784340249,0.606551517,-0.489750408,100,56.01930939,96.85271527,31.03399683,0,775.1154963,775.1154963,-775.1154963
0.660746858,0.329324276,-0.8215663,100,56.68005625,100,26.30873005,0,742.6585091,742.6585091,-742.6585091
0.179397814,0.443860882,-0.391548951,100,56.85945407,100,24.05672281,0,676.5409426,676.5409426,-676.5409426
0.938871387,0.742227514,0.112582475,100,57.79832545,100,24.70424478,0,650.0290744,650.0290744,-650.0290744
0.363596582,-0.279832521,0.709479258,100,58.16192204,97.20167479,28.78483909,0,626.8259656,626.8259656,-626.8259656
-0.357308417,-0.289304257,0.239437185,100,57.80461362,94.30863222,30.16197029,0,661.9962812,661.9962812,-661.9962812
-0.517890698,0.390266543,0.598094086,100,57.28672292,98.21129766,33.60192896,0,725.579358,725.579358,-725.579358
-0.322135852,-0.900240207,-0.125056934,100,56.96458707,89.20889559,32.88265971,0,812.4273423,812.4273423,-812.4273423
0.666266504,0.538048942,0.021083334,100,57.63085357,94.58938501,33.00392123,0,885.0700467,885.0700467,-885.0700467
-0.384764553,-0.623323576,-0.479741845,100,57.24608902,88.35614925,30.24466953,0,922.9003537,922.9003537,-922.9003537
0.691301669,0.257338418,0.140663741,100,57.93739069,90.92953344,31.05370187,0,922.9789634,922.9789634,-922.9789634
0.804776529,0.862240947,-0.465513953,100,58.74216722,99.5519429,28.37628238,0,907.2353429,907.2353429,-907.2353429
-0.009912362,-0.048355608,-0.937772848,100,58.73225486,99.06838682,22.98264965,0,875.2870622,875.2870622,-875.2870622
-0.243815293,-0.203391854,-0.613771171,100,58.48843956,97.03446828,19.45252369,0,857.6115643,857.6115643,-857.6115643
-0.588270305,-0.158473723,0.508975518,100,57.90016926,95.44973105,22.37991385,0,803.3907398,803.3907398,-803.3907398
-0.434749122,-0.309105914,0.648522331,100,57.46542014,92.35867191,26.10991231,0,788.9476935,788.9476935,-788.9476935
0.038297692,0.340047726,-0.015882221,100,57.50371783,95.75914917,26.01856517,0,799.6571659,799.6571659,-799.6571659
0.770019075,-0.686085765,-0.286498051,100,58.2737369,88.89829153,24.3707618,0,856.1949899,856.1949899,-856.1949899
0.262754835,0.422510544,-0.352867328,100,58.53649174,93.12339696,22.34123324,0,904.4270048,904.4270048,-904.4270048
-0.175537927,-0.791201277,-0.421618946,100,58.36095381,85.21138419,19.9162774,1.612258988,926.7145556,931.5513325,-931.5513325
0.111410132,-0.013216582,-0.230845076,100,58.47236394,85.07921838,18.58856402,1.454138262,922.0164141,926.3788289,-926.3788289
0.235180455,-0.954298833,0.426010021,100,58.7075444,75.53623004,21.03877528,6.888767973,862.0587268,882.7250307,-882.7250307
0.470645913,0.70154451,0.931692983,100,59.17819031,82.55167514,26.39743946,2.794776777,849.7966613,858.1809916,-858.1809916
-0.846622112,-0.671699845,-0.658928798,100,58.3315682,75.83467669,22.60758786,6.829934701,817.3692791,837.8590832,-837.8590832
0.439325915,-0.568599027,0.142735735,100,58.77089412,70.14868642,23.42853734,9.190190081,792.3765333,819.9471036,-819.9471036
-0.356925133,0.004255118,-0.878200543,100,58.41396898,70.1912376,18.37753676,12.10951846,782.5878671,818.9164225,-818.9164225
0.622721532,-0.009396375,-0.326557423,100,59.03669051,70.09727385,16.49933053,10.2688791,724.9358707,755.742508,-755.742508
0.205666438,0.374432158,-0.232708875,100,59.24235695,73.84159543,15.16089744,9.802477192,684.9456224,714.353054,-714.353054
-0.678139752,0.282991793,-0.448325754,100,58.5642172,76.67151336,12.58233648,6.461681542,630.6127993,649.997844,-649.997844
0.463639642,0.670811834,0.693288542,100,59.02785684,83.3796317,16.56980933,2.467951426,609.0026775,616.4065317,-616.4065317
0.500947098,-0.749236317,-0.94396028,100,59.52880394,75.88726854,11.14058937,7.247069118,566.149131,587.8903384,-587.8903384
0.522814903,-0.115650024,-0.64794114,100,60.05161884,74.73076829,7.413933655,6.474127849,529.5956361,549.0180196,-549.0180196
0.090707859,0.628782432,-0.252879708,100,60.1423267,81.01859261,5.959487331,3.198726096,512.8273955,522.4235738,-522.4235738
0.577196395,0.628983183,0.920397678,100,60.7195231,87.30842444,11.25318618,0,518.7878011,518.7878011,-518.7878011
-0.943136768,-0.745743142,-0.05181413,100,59.77638633,79.85099302,10.95517543,4.283634597,555.7914711,568.6423749,-568.6423749
0.142746788,0.882101804,-0.811376353,100,59.91913312,88.67201106,6.288516476,0,584.3248375,584.3248375,-584.3248375
0.450657873,0.165365913,0.06023459,100,60.36979099,90.32567019,6.634957789,0,611.4885301,611.4885301,-611.4885301
-0.218131081,-0.769706404,-0.465810029,100,60.15165991,82.62860615,3.95583541,2.759045122,617.4329416,625.7100769,-625.7100769
0.683035631,0.628116097,0.033229924,100,60.83469554,88.90976712,4.146958462,0,642.4608173,642.4608173,-642.4608173
0.081856349,0.883542736,-0.826821737,100,60.91655189,97.74519448,0,0,674.6102438,674.6102438,-674.6102438
-0.791323998,0.354594176,-0.84643934,100,60.12522789,100,0,0,714.0177703,714.0177703,-714.0177703
0.084162809,-0.405826896,-0.673437412,100,60.2093907,95.94173104,0,0,739.0122054,739.0122054,-739.0122054
0.315962772,0.315921226,0.572796514,100,60.52535347,99.1009433,3.29445882,0,763.0780821,763.0780821,-763.0780821
-0.491992752,0.20693609,-0.923052473,100,60.03336072,100,0,0,783.437597,783.437597,-783.437597
-0.89037262,-0.254697072,0.495118665,100,59.1429881,97.45302928,2.847692002,0,811.368711,811.368711,-811.368711
0.180605047,0.478657434,0.288520639,100,59.32359315,100,4.507128361,0,871.90505,871.90505,-871.90505
0.756152431,0.655858234,0.467992498,100,60.07974558,100,7.198803282,0,946.5865686,946.5865686,-946.5865686
-0.366624577,0.964535012,-0.849663286,100,59.713121,100,2.311935716,0,1002.958146,1002.958146,-1002.958146
