delta_v,delta_g,delta_h,p,v,g,h,f,c,cost,reward
0.120352279,0.26337291,0.523984712,100,48.60452174,44.69715758,27.7073008,24.07333585,390.7168738,462.9368813,-462.9368813
-0.098584146,-0.922561812,0.025480792,100,48.5059376,35.47153945,27.85385445,41.36912474,353.4505933,477.5579675,-477.5579675
-0.950671166,-0.175492432,-0.265867109,100,47.55526643,33.71661513,26.32471065,33.81950903,299.9573549,401.415882,-401.415882
0.703905967,-0.723171276,-0.620755444,100,48.2591724,26.48490237,22.7544144,29.01582246,266.1193636,353.166831,-353.166831
-0.093716207,0.208780573,-0.186695992,100,48.16545619,28.5727081,21.68062599,41.58702809,232.6807698,357.4418541,-357.4418541
-0.828296525,0.767496362,-0.95751003,100,47.33715967,36.24767171,16.17347418,33.25859122,213.4402283,313.216002,-313.216002
-0.833002329,0.601766418,-0.465018449,100,46.50415734,42.2653359,13.4989046,27.91404704,206.824349,290.5664901,-290.5664901
-0.678961198,0.558016517,0.545388305,100,45.82519614,47.84550106,16.63572416,32.90309703,195.9632084,294.6724994,-294.6724994
-0.241486607,-0.963936972,-0.314444608,100,45.58370953,38.20613134,14.8271852,28.26847747,180.9031825,265.7086149,-265.7086149
0.139599425,0.800501681,0.25388932,100,45.72330896,46.21114815,16.28743834,41.92283832,175.2704363,301.0389513,-301.0389513
0.861386507,0.557956269,-0.455112633,100,46.58469547,51.79071084,13.66984241,27.9213692,165.3909145,249.1550221,-249.1550221
0.408930834,0.339960248,0.158275036,100,46.9936263,55.19031331,14.58016671,29.05614809,166.2752681,253.4437124,-253.4437124
0.055047935,-0.449915339,0.017021848,100,47.04867423,50.69115992,14.67806846,22.35589546,178.5497691,245.6174555,-245.6174555
-0.067869392,0.81552421,-0.387071863,100,46.98080484,58.84640202,12.45181135,19.23261476,186.7984223,244.4962666,-244.4962666
0.064664083,-0.959345756,-0.832885425,100,47.04546893,49.25294447,7.661442228,23.56040717,195.1858531,265.8670746,-265.8670746
-0.520457024,-0.498303294,-0.573598944,100,46.5250119,44.26991153,4.362368205,26.15886277,192.5854172,271.0620055,-271.0620055
0.333260769,-0.556435502,0.742836423,100,46.85827267,38.70555651,8.634817398,28.08204268,208.9393381,293.1854662,-293.1854662
-0.139523146,0.198237565,-0.216639317,100,46.71874952,40.68793216,7.388808929,45.27771305,220.1586085,355.9917476,-355.9917476
-0.14979858,0.79253435,0.486008159,100,46.56895094,48.61327566,10.18410154,26.25187192,237.5863076,316.3419234,-316.3419234
0.054887409,0.128938135,-0.072078393,100,46.62383835,49.902657,9.769540192,24.01829914,242.3327438,314.3876412,-314.3876412
-0.397275398,-0.946011678,-0.267789063,100,46.22656296,40.44254022,8.229342199,26.21367041,234.7937261,313.4347373,-313.4347373
-0.813883435,0.190473105,0.782040926,100,45.41267952,42.34727127,12.72727744,28.70834409,221.6810672,307.8060994,-307.8060994
0.973066908,0.15162102,-0.820772754,100,46.38574643,43.86348146,8.00657476,29.17743825,204.4579965,291.9903113,-291.9903113
0.289083004,0.593556477,-0.166100086,100,46.67482943,49.79904623,7.051244411,32.3670515,193.1656725,290.266827,-290.266827
-0.641744498,-0.447105506,-0.612981556,100,46.03308493,45.32799117,3.525659942,28.82385499,194.0673396,280.5389046,-280.5389046
-0.028735424,0.914651724,0.179392976,100,46.00434951,54.47450841,4.557444806,21.93231956,206.2719882,272.0689469,-272.0689469
-0.876097049,-0.902296898,-0.86335025,100,45.12825246,45.45153943,0,28.75098467,204.3289718,290.5819258,-290.5819258
-0.876952705,0.489218411,0.172018903,100,44.25129976,50.34372353,0.989372627,23.43307615,198.0813708,268.3805992,-268.3805992
-0.960208418,-0.417494066,0.195784172,100,43.29109134,46.16878288,2.115432016,38.65229457,192.5302608,308.4871445,-308.4871445
0.498554525,0.344454372,0.860979678,100,43.78964586,49.6133266,7.067386195,26.89928482,199.8360096,280.5338641,-280.5338641
0.677027986,0.212810732,-0.742484448,100,44.46667385,51.74143392,2.796961397,24.64161804,211.396195,285.3210491,-285.3210491
0.504032862,-0.430662813,-0.688012602,100,44.97070671,47.43480579,0,31.42211506,214.5126752,308.7790204,-308.7790204
0.944310422,0.00019888,-0.436660572,100,45.91501713,47.43679459,0,29.88883569,216.7935468,306.4600538,-306.4600538
0.528518669,0.155941447,0.504865203,100,46.4435358,48.99620906,2.903749551,23.26957072,208.4450901,278.2538023,-278.2538023
-0.6252631,0.520773283,0.588848064,100,45.8182727,54.20394189,6.290529411,24.61407945,202.4024883,276.2447266,-276.2447266
0.091707068,-0.422468897,-0.170040857,100,45.90997977,49.97925292,5.312533584,35.73404844,200.7160777,307.918223,-307.918223
-0.325785586,-0.314958326,-0.600236335,100,45.58419419,46.82966966,1.860253693,24.47780644,200.863296,274.2967153,-274.2967153
0.280237614,-0.487856222,-0.03269638,100,45.8644318,41.95110744,1.672199342,28.12600294,205.6195388,289.9975476,-289.9975476
0.459255342,0.069559724,0.697292272,100,46.32368714,42.64670468,5.682699788,46.66787858,208.9246833,348.928319,-348.928319
-0.653937192,-0.846752888,-0.695817662,100,45.66974995,34.1791758,1.680680612,36.19227148,209.9284554,318.5052698,-318.5052698
-0.694399287,-0.117052832,0.496209029,100,44.97535066,33.00864747,4.534643881,31.26996524,215.7506418,309.5605376,-309.5605376
0.000928851,-0.569290129,-0.346334948,100,44.97627951,27.31574619,2.542686534,36.13787507,222.703384,331.1170092,-331.1170092
0.725747046,-0.657086008,-0.019832676,100,45.70202656,20.74488611,2.428618217,32.82254788,215.3398143,313.8074579,-313.8074579
0.952680549,-0.0815116,-0.976679021,100,46.65470711,19.9297701,0,30.21411544,204.6905413,295.3328876,-295.3328876
0.684772426,0.944980581,0.394585829,100,47.33947954,29.37957591,2.269473945,32.95070072,192.6148999,291.4670021,-291.4670021
-0.425429626,-0.400485941,-0.599469328,100,46.91404991,25.3747165,0,47.81023835,182.3826914,325.8134064,-325.8134064
-0.947335881,0.937987075,0.985999119,100,45.96671403,34.75458725,5.671007786,47.75204639,168.8415457,312.0976849,-312.0976849
0.725606121,-0.344881374,-0.875983812,100,46.69232015,31.30577351,0.632756817,30.58895993,156.5078644,248.2747442,-248.2747442
0.945542087,-0.354160083,-0.505719095,100,47.63786224,27.76417268,0,55.41263444,143.5232314,309.7611348,-309.7611348
-0.031678789,0.222367281,0.653766049,100,47.60618345,29.98784549,3.760157877,27.87048158,138.5102782,222.1217229,-222.1217229
-0.809064267,0.907400061,-0.836279197,100,46.79711918,39.0618461,0,35.57450823,141.7749763,248.498501,-248.498501
-0.751794872,0.807212017,0.82516551,100,46.04532431,47.13396628,4.745967761,24.7662554,146.9274264,221.2261926,-221.2261926
-0.399429878,-0.962766586,-0.583906398,100,45.64589443,37.50630041,1.387610066,29.66065735,154.7572408,243.7392128,-243.7392128
0.394026343,-0.48887471,0.691565223,100,46.03992077,32.61755331,5.365171192,51.25531896,157.6328205,311.3987774,-311.3987774
-0.518629504,-0.515154509,-0.495930606,100,45.52129127,27.46600822,2.512809284,41.67263573,160.1362487,285.1541559,-285.1541559
-0.443213907,0.345833531,0.158175594,100,45.07807736,30.92434354,3.422561646,29.82989068,165.7316718,255.2213439,-255.2213439
0.856347109,-0.809656322,-0.551414096,100,45.93442447,22.82778032,0.251084542,56.8395965,173.2704308,343.7892203,-343.7892203
0.07709126,0.176853941,0.059410174,100,46.01151573,24.59631973,0.592784195,32.60184836,179.1622044,276.9677495,-276.9677495
0.672316703,0.121048404,0.21521581,100,46.68383243,25.80680377,1.830605315,52.7214783,184.6254967,342.7899316,-342.7899316
0.43155881,-0.277306446,0.163904472,100,47.11539124,23.03373931,2.773307513,54.61068509,176.7654104,340.5974656,-340.5974656
0.035548237,-0.735730879,-0.203000183,100,47.15093948,15.67643052,1.605744991,32.22490312,167.1092921,263.7840014,-263.7840014
0.397863008,0.618513461,-0.510915008,100,47.54880249,21.86156513,0,31.38749164,153.3864717,247.5489467,-247.5489467
0.071752054,0.577301476,0.666135469,100,47.62055454,27.63457989,3.831301021,30.45840921,147.4943708,238.8695984,-238.8695984
0.496992652,0.1614615,0.006452159,100,48.11754719,29.24919489,3.868410833,54.62532874,142.7102631,306.5862493,-306.5862493
0.954126862,-0.293123982,0.574453595,100,49.07167406,26.31795507,7.172400407,34.57250293,142.7449096,246.4624184,-246.4624184
-0.827770446,0.451757533,-0.270710681,100,48.24390361,30.8355304,5.615398632,27.97010491,139.6098525,223.5201672,-223.5201672
-0.024528284,0.770207803,0.351506746,100,48.21937533,38.53760843,7.637101752,24.52930111,140.3031428,213.8910461,-213.8910461
0.57416597,0.780357814,0.337014996,100,48.7935413,46.34118657,9.575455076,24.36823292,137.6420041,210.7467029,-210.7467029
-0.687488234,0.727626603,-0.985313105,100,48.10605306,53.61745261,3.908392919,20.68132963,144.5602132,206.6042021,-206.6042021
0.073234787,0.422416071,0.199219871,100,48.17928785,57.84161331,5.054212847,18.59106986,154.1079123,209.8811219,-209.8811219
-0.324218568,0.566689879,-0.869875434,100,47.85506928,63.5085121,0.051094418,25.40168075,157.8920986,234.0971408,-234.0971408
-0.769123881,0.090108072,0.987124183,100,47.0859454,64.40959282,5.728573049,18.27309919,162.2446209,217.0639185,-217.0639185
0.560320509,0.642168854,0.849029336,100,47.64626591,70.83128137,10.61179443,13.35464675,173.6804344,213.7443747,-213.7443747
-0.860104487,0.248974557,-0.63395716,100,46.78616142,73.32102694,6.965568051,15.82059255,194.7605459,242.2223236,-242.2223236
-0.451186403,0.819799104,0.076595097,100,46.33497502,81.51901798,7.406107378,10.71469974,219.8001953,251.9442946,-251.9442946
0.736949004,0.251489435,0.298115467,100,47.07192402,84.03391233,9.120728724,6.382298734,245.6016882,264.7485844,-264.7485844
0.6718176,0.038205207,0.145103295,100,47.74374162,84.4159644,9.955295306,6.556125175,265.649763,285.3181385,-285.3181385
-0.719638435,-0.949147602,0.477667261,100,47.02410319,74.92448837,12.70261496,13.20124215,293.6256821,333.2294086,-333.2294086
-0.177262665,-0.808697569,-0.94782551,100,46.84684052,66.83751268,7.251163993,17.08102533,313.6757196,364.9187956,-364.9187956
0.167268847,0.973034652,0.750978829,100,47.01410937,76.5678592,11.57044451,12.36131848,341.233848,378.3178035,-378.3178035
-0.075159349,0.269635703,-0.891099415,100,46.93895002,79.26421622,6.445255632,10.19747413,374.3582014,404.9506238,-404.9506238
0.9004856,-0.363613334,0.749909678,100,47.83943562,75.62808289,10.75838689,12.0610353,411.2420272,447.4251331,-447.4251331
-0.776346415,-0.705541156,0.366877953,100,47.06308921,68.57267133,12.86849804,17.4568937,427.353157,479.7238381,-479.7238381
-0.950468288,0.072856728,-0.216250112,100,46.11262092,69.30123861,11.62472809,14.46215667,421.0871876,464.4736576,-464.4736576
-0.312302272,0.041877555,-0.705211344,100,45.80031865,69.72001416,7.568680834,15.02251712,389.1367284,434.2042798,-434.2042798
-0.752109249,0.819296438,0.434601008,100,45.0482094,77.91297854,10.06830345,10.63134502,369.0082063,400.9022414,-400.9022414
-0.088871733,-0.834799977,-0.523222454,100,44.95933766,69.56497877,7.058971542,18.89924517,370.9245925,427.622328,-427.622328
0.113435941,-0.423961144,0.694912685,100,45.07277361,65.32536733,11.05578571,17.68553167,375.3746143,428.4312093,-428.4312093
0.170456857,0.493281969,-0.17216977,100,45.24323046,70.25818701,10.06554537,15.41236365,373.0668268,419.3039178,-419.3039178
0.214929913,0.62911204,0.770367807,100,45.45816038,76.54930742,14.49634226,12.48926,343.3166114,380.7843914,-380.7843914
-0.499313803,0.392387039,0.710700915,100,44.95884657,80.47317781,18.58396297,10.98517149,340.4897848,373.4452993,-373.4452993
0.666680959,-0.091362384,0.791624183,100,45.62552753,79.55955397,23.13701664,11.54610624,330.0088715,364.6471902,-364.6471902
-0.389346873,0.701016183,-0.176912307,100,45.23618066,86.5697158,22.11949943,6.02088323,331.7303003,349.79295,-349.79295
0.422356954,0.959965641,0.917668923,100,45.65853761,96.1693722,27.39750375,0,320.43398,320.43398,-320.43398
0.272928162,-0.555573201,0.468191473,100,45.93146578,90.6136402,30.09032309,3.19384051,318.7753374,328.356859,-328.356859
0.422225575,0.267873467,0.35066039,100,46.35369135,93.29237487,32.10715837,1.26110699,328.163169,331.94649,-331.94649
0.886838248,0.102738161,0.970900316,100,47.2405296,94.31975648,37.69132487,0.100407153,349.5102842,349.8115057,-349.8115057
0.946825115,0.462690806,-0.754976628,100,48.18735471,98.94666455,33.34905087,0,381.7809577,381.7809577,-381.7809577
-0.466091142,0.812850334,0.426070937,100,47.72126357,100,35.79961249,0,421.1659883,421.1659883,-421.1659883
-0.983902773,0.833636133,-0.98218602,100,46.7373608,100,30.15053587,0,458.8182619,458.8182619,-458.8182619
-0.137928985,-0.932767957,-0.949651944,100,46.59943181,90.67232043,24.68858011,2.993212202,504.64929,513.6289266,-513.6289266
0.397671718,-0.175572169,-0.57428779,100,46.99710353,88.91659873,21.38554417,4.281777645,520.9283621,533.773695,-533.773695
0.355531081,0.434324232,-0.114605541,100,47.35263461,93.25984105,20.72638647,0.884467706,554.0994301,556.7528332,-556.7528332
0.620242641,0.676979124,-0.90318156,100,47.97287725,100,15.53170671,0,589.3275889,589.3275889,-589.3275889
0.045865999,-0.495849542,-0.928028282,100,48.01874325,95.04150458,10.19412018,0,616.6172599,616.6172599,-616.6172599
0.451139644,-0.581406186,-0.686971536,100,48.4698829,89.22744272,6.242979808,2.945849675,636.0862382,644.9237873,-644.9237873
0.395887754,-0.433832155,0.681843997,100,48.86577065,84.88912117,10.16462897,5.887061873,601.5496362,619.2108218,-619.2108218
0.675641624,-0.701980507,-0.567102529,100,49.54141227,77.8693161,6.902919303,10.41122653,561.4110522,592.6447318,-592.6447318
-0.011137607,0.063195359,0.095599653,100,49.53027467,78.50126969,7.452763991,11.34218598,556.920701,590.9472589,-590.9472589
0.205624665,-0.12335854,-0.069896013,100,49.73589933,77.2676843,7.050754673,12.39158582,566.0352451,603.2100025,-603.2100025
0.789647105,-0.44935937,0.009243063,100,50.52554644,72.7740906,7.10391647,13.53377215,595.779334,636.3806505,-636.3806505
0.815138809,0.640600411,0.05299358,100,51.34068525,79.18009471,7.408710866,9.817833668,584.0257027,613.4792037,-613.4792037
-0.292120832,0.621113137,-0.585874427,100,51.04856441,85.39122608,4.039033983,4.443700148,540.3973155,553.7284159,-553.7284159
0.998703846,-0.469402138,-0.226679378,100,52.04726826,80.6972047,2.735279756,8.140495944,496.8188019,521.2402898,-521.2402898
0.981164016,-0.497715397,0.392536003,100,53.02843228,75.72005072,4.992964053,9.701829299,457.7492587,486.8547466,-486.8547466
0.455310707,-0.670167858,0.967776113,100,53.48374298,69.01837215,10.55916159,12.25060169,437.5636509,474.315456,-474.315456
-0.086239393,-0.475888801,0.424422528,100,53.39750359,64.25948414,13.00024234,15.66652727,424.7876332,471.787215,-471.787215
0.019566469,-0.686749934,0.924596003,100,53.41707006,57.3919848,18.31808799,21.61150259,441.4488423,506.28335,-506.28335
-0.339081105,0.547584514,-0.81917091,100,53.07798896,62.86782994,13.60659838,21.97590187,470.8303314,536.758037,-536.758037
-0.979066709,0.198672692,-0.959481927,100,52.09892225,64.85455686,8.088105131,15.40410598,497.0573228,543.2696407,-543.2696407
-0.448323303,0.256008247,-0.199492419,100,51.65059894,67.41463933,6.940717634,13.26253381,490.0861345,529.873736,-529.873736
0.268505908,-0.062949033,-0.405678361,100,51.91910485,66.785149,4.607444609,13.38770156,453.9378772,494.1009818,-494.1009818
-0.259873366,0.056076945,0.031292497,100,51.65923149,67.34591845,4.787424479,13.76588587,412.539395,453.8370526,-453.8370526
0.776149214,-0.215458267,0.923446034,100,52.4353807,65.19133578,10.09865605,15.71038717,373.1661329,420.2972944,-420.2972944
-0.334494571,0.345027448,0.044725116,100,52.10088613,68.64161025,10.35589409,16.57148214,349.4633668,399.1778132,-399.1778132
0.667445257,-0.312052057,0.672136149,100,52.76833139,65.52108968,14.22170823,17.62211977,347.882236,400.7485953,-400.7485953
0.262868654,-0.049594389,-0.562900004,100,53.03120004,65.02514579,10.98416953,18.9220693,353.4171383,410.1833462,-410.1833462
0.950370962,0.919961866,-0.651120036,100,53.981571,74.22476444,7.239230284,9.385907366,365.2847794,393.4425015,-393.4425015
0.731578324,0.267896407,-0.129060956,100,54.71314933,76.90372851,6.496931765,7.256019374,366.5258364,388.2938945,-388.2938945
-0.286213896,-0.786739965,-0.374576164,100,54.42693543,69.03632886,4.342544094,14.14147027,371.9254052,414.349816,-414.349816
-0.651881796,0.12289419,0.562173205,100,53.77505364,70.26527077,7.575902583,14.32655611,370.2470105,413.2266788,-413.2266788
-0.03404439,-0.265664403,0.340984976,100,53.74100925,67.60862674,9.537089378,13.73119192,377.9929653,419.186541,-419.186541
0.861950341,-0.191915057,0.015017411,100,54.60295959,65.68947617,9.623462534,15.84598579,384.1402386,431.678196,-431.678196
0.999937587,0.368774473,0.864664392,100,55.60289717,69.3772209,14.59660947,11.18029373,407.3826154,440.9234966,-440.9234966
-0.301675164,-0.31376165,0.190377272,100,55.30122201,66.2396044,15.69157089,17.74048217,441.2741817,494.4956282,-494.4956282
0.159966443,-0.790518577,-0.785786248,100,55.46118845,58.33441863,11.1720943,15.84818196,453.8689201,501.413466,-501.413466
-0.015779637,0.923815751,0.13880401,100,55.44540882,67.57257614,11.97043033,12.46453689,440.7243128,478.1179235,-478.1179235
0.559861933,-0.377579699,0.832410955,100,56.00527075,63.79677915,16.75807052,13.16301222,421.4126623,460.9016989,-460.9016989
-0.74252204,0.015130394,0.477005162,100,55.26274871,63.94808309,19.50158209,13.17327796,410.5678558,450.0876897,-450.0876897
-0.829442605,0.670086971,-0.759130285,100,54.4333061,70.6489528,15.13541819,11.99664987,409.08541,445.0753597,-445.0753597
-0.174636838,-0.019456791,-0.522794043,100,54.25866926,70.4543849,12.12855031,11.40270459,409.7048402,443.912954,-443.912954
0.929916235,0.413484396,-0.271489087,100,55.1885855,74.58922886,10.5670715,9.418765082,401.9871925,430.2434877,-430.2434877
-0.962068585,-0.394429963,-0.339772982,100,54.22651692,70.64492923,8.612855529,11.51933218,392.8845963,427.4425928,-427.4425928
-0.87958762,0.791681643,-0.919425377,100,53.34692929,78.56174566,3.324748907,7.018202814,388.9562714,410.0108798,-410.0108798
-0.447071897,-0.266071422,0.124607159,100,52.8998574,75.90103144,4.041431259,9.086697536,405.096109,432.3562016,-432.3562016
0.849352126,-0.212723574,-0.376994729,100,53.74920952,73.7737957,1.873133128,11.65090722,406.0555007,441.0082224,-441.0082224
0.708382736,-0.996345888,0.287365015,100,54.45759226,63.81033682,3.525922878,15.51891057,424.2383271,470.7950588,-470.7950588
-0.97670114,-0.825669012,0.161607038,100,53.48089112,55.5536467,4.455411308,20.5251519,440.0976328,501.6730885,-501.6730885
0.562383707,-0.402385319,-0.218184449,100,54.04327483,51.52979351,3.20051596,20.15036493,456.4255297,516.8766245,-516.8766245
0.132202191,0.848107555,-0.272337729,100,54.17547702,60.01086906,1.63415616,18.28427311,466.4366529,521.2894723,-521.2894723
-0.260402458,0.379041861,0.273231251,100,53.91507456,63.80128767,3.20565508,19.0702561,466.3199438,523.5307121,-523.5307121
0.591865712,-0.482884981,-0.092478468,100,54.50694027,58.97243785,2.673761997,18.73641948,457.5626432,513.7719016,-513.7719016
-0.60343992,-0.487794892,-0.288480262,100,53.90350035,54.09448894,1.014557865,20.28675273,430.9256944,491.7859526,-491.7859526
-0.214793699,0.379304849,0.049213558,100,53.68870665,57.88753743,1.297611335,16.1050304,377.8213014,426.1363926,-426.1363926
-0.807022353,0.286880958,-0.779840286,100,52.8816843,60.756347,0,16.43541329,338.880699,388.1869388,-388.1869388
0.994620913,0.459053622,0.379621136,100,53.87630521,65.34688322,2.183403997,13.47482336,324.8882299,365.3127,-365.3127
-0.309153864,0.801441468,0.278529849,100,53.56715135,73.3612979,3.785377988,9.412333474,333.2759277,361.5129281,-361.5129281
0.834243285,0.430140942,-0.641334464,100,54.40139463,77.66270733,0.0967208,7.381749337,339.8769517,362.0221997,-362.0221997
-0.1852484,0.820997514,-0.37175219,100,54.21614623,85.87268247,0,2.435249175,338.3400625,345.64581,-345.64581
-0.301559082,-0.444157964,-0.460031761,100,53.91458715,81.43110282,0,5.613073624,331.1681195,348.0073404,-348.0073404
-0.820017967,-0.951724159,-0.614464225,100,53.09456919,71.91386123,0,11.25332019,334.2212642,367.9812247,-367.9812247
-0.340203935,0.240138528,0.709541067,100,52.75436525,74.31524651,4.080949807,10.45689845,350.5909962,381.9616916,-381.9616916
0.787326752,0.920874773,-0.957475991,100,53.541692,83.52399424,0,4.915312345,396.5683038,411.3142408,-411.3142408
-0.092667921,0.29996263,-0.981760328,100,53.44902408,86.52362054,0,2.688779832,450.4692011,458.5355406,-458.5355406
0.086992032,0.127294918,0.674207992,100,53.53601611,87.79656972,3.877730415,1.597437692,514.3370636,519.1293766,-519.1293766
0.776146295,0.514340706,0.872157244,100,54.31216241,92.93997678,8.893972749,0,530.3499824,530.3499824,-530.3499824
0.50800521,0.068867742,-0.016888852,100,54.82016762,93.62865419,8.79683594,0,517.0375001,517.0375001,-517.0375001
-0.501084264,0.35191167,-0.605915608,100,54.31908335,97.14777089,5.311891513,0,490.8532538,490.8532538,-490.8532538
-0.067439964,-0.718415958,-0.027686155,100,54.25164339,89.96361131,5.152653641,0,500.2637442,500.2637442,-500.2637442
-0.462397219,-0.969510506,0.951544576,100,53.78924617,80.26850625,10.62549494,7.616340477,538.2373998,561.0864213,-561.0864213
0.571898974,-0.6019771,-0.275710915,100,54.36114514,74.24873525,9.039734144,10.43504366,587.6388624,618.9439934,-618.9439934
0.482876966,0.594604732,-0.728142291,100,54.84402211,80.19478257,4.851798755,6.428381306,650.9854706,670.2706145,-670.2706145
-0.125989958,0.908002462,0.575331978,100,54.71803215,89.27480719,8.160840383,0.222696939,696.9759456,697.6440365,-697.6440365
