,0,1,2,3,4,5,6
103,-1.1185599,0.90038569,0.92898393,-1.0077029,0.84832938,0.26213354,1.4690748
104,-0.87307506,0.85736028,0.73280293,-1.0054212,0.85223956,0.51611251,1.5188803
105,-1.4961868,1.0747911,0.64275085,1.1515289,-1.12259,0.58456999,1.4615963
106,-1.0603089,0.62123905,0.45274004,1.0882928,-1.1162906,0.49601957,1.0137607
107,-0.86379452,0.073317896,0.45759378,1.0041563,-1.1151733,0.17951019,0.11874251
108,-0.8395973,-0.43088129,0.65444886,0.92871842,-1.1159862,-0.13868945,-0.53787737
109,-0.76668564,-0.9329968,0.87572785,0.82774062,-1.1160335,-0.42548505,-0.98627111
110,-0.65824236,-1.4111194,1.0502371,0.73733671,-1.1199922,-0.67424754,-1.2145454
111,-0.64372328,-1.572142,1.1170763,0.7133773,-1.1208415,-0.8923749,-1.2281559
112,-0.67594305,-1.6492691,1.1897141,0.69276246,-1.1223945,-1.0706497,-1.1490034
113,-0.5922229,-1.7077815,1.1380344,0.68990855,-1.125847,-1.1974765,-1.0294472
114,-0.49543069,-1.7447691,1.1763186,0.66660909,-1.1320636,-1.2887365,-0.82597175
115,-0.14066375,-1.9493169,1.349172,-1.4823714,0.85383006,-1.3470343,-0.67484435
116,-1.0436523,-1.2981493,1.7012279,-1.36082,0.85208445,-1.3676814,-0.36717968
117,-0.4678234,-0.50719695,0.52886823,-1.1479834,0.88201937,-1.0833021,2.0087632
118,-0.90740373,-0.058622496,0.51058115,-1.0531347,0.89097612,-0.88645275,1.7967622
119,-1.4730487,0.2843912,0.65001378,-0.96881622,0.90253457,-0.73946951,1.6426223
120,-0.87608107,0.55115871,0.11412293,-0.93519331,0.90553835,-0.22231014,1.8900517
121,-1.3371379,0.55171514,0.83486461,-0.97937988,0.87537374,0.23010514,0.41320513
122,-0.96070701,0.64394852,0.65596106,-1.0052573,0.86294733,0.53450272,0.62415688
123,-1.0048929,0.80334455,0.5588321,-0.9621145,0.87244768,0.65673999,0.90206628
124,-0.88423323,0.77523351,0.70150561,-1.0111495,0.8622861,0.9399877,0.59530332
125,-1.6793796,1.0654532,0.81399188,1.1503429,-1.1260453,0.9639992,0.52844278
126,-0.8789172,0.69460996,0.12444444,1.1283621,-1.1082156,0.80205925,0.56089447
127,-0.82497237,0.14615669,0.3758169,1.0252212,-1.1081813,0.41241075,-0.26031145
128,-0.664778,-0.37767002,0.42440267,0.94057785,-1.1092008,-0.35099955,2.4289691
129,-0.72619032,-0.77235054,0.76835044,0.85628539,-1.1147906,-0.29975918,-1.0739401
130,-0.67324437,-1.0337591,0.88418249,0.80405176,-1.12796,-0.58700878,-1.22689
131,-0.67801379,-1.2280893,1.0027361,0.76553821,-1.1307128,-0.82619066,-1.3105207
132,-0.7200242,-1.3953087,1.2635243,0.70461456,-1.1379006,-1.0182803,-1.3405602
133,-0.79178332,-1.4923747,1.3807831,0.68962328,-1.1352053,-1.1793799,-1.225691
134,-0.65576417,-1.5390683,1.2659624,0.68698243,-1.1369338,-1.2885808,-0.9847376
135,-0.23604111,-1.7397369,1.3782413,-1.4497996,0.85024584,-1.3418171,-0.60579081
136,-0.69133378,-1.6789287,1.5291888,-1.4090608,0.85891525,-1.3068524,0.021115758
137,-0.30843974,-1.5101535,0.77783453,-1.3128308,0.89024521,-1.0886411,1.7618228
138,-0.65845748,-1.3855304,0.67981629,-1.2416136,0.90507479,-0.94410032,1.8303219
139,-0.91831558,-1.3033443,0.50841739,-1.1685756,0.93215442,-0.78608288,2.0555712
140,-0.75749138,-1.2222905,0.086734469,-1.1085861,0.9476858,-0.60967069,2.3957799
141,-1.2691297,-1.2101987,0.25850058,-1.0734794,0.9638101,-0.50299381,1.9964399
142,-1.1119252,-1.1320518,-0.16535073,-0.99272093,0.98486625,-0.35889647,2.3602947
143,-1.4465972,-1.1390855,-0.10930611,-0.97813405,0.99651515,-0.28993781,2.0298414
144,-1.5969077,-1.0953738,-0.23895822,-0.92587213,1.0116465,-0.20024647,2.0870284
145,-1.6709777,-0.8276869,-0.74642154,1.2499378,-0.96509615,-0.10818317,2.2358661
146,-1.6100467,-0.35823203,-0.96350437,1.3192208,-0.96080718,-0.095589235,1.3228893
147,-1.8109976,-0.025845172,-0.63987519,1.3207894,-0.98915469,-0.15714849,-0.36065584
148,-1.9142985,0.21293555,-0.29656088,1.2969122,-1.0158374,-0.29579268,-1.3761233
149,-2.0641559,0.42786553,0.013959249,1.277848,-1.0323773,-0.42256966,-1.8629391
150,-1.7839691,0.50435421,0.18189842,1.2226617,-1.0646513,-0.36172749,-2.1033786
151,-1.4941716,0.59916017,0.27419569,1.1811716,-1.0825245,-0.27295093,-2.1285986
152,-1.1633542,0.77092496,-0.052754365,1.205151,-1.0843706,-0.44176058,-1.9491756
153,-1.3625333,0.90401468,0.28168364,1.1907619,-1.1028829,-0.58647057,-1.7699549
154,-1.2102627,0.95340007,0.33000489,1.1614475,-1.1099481,-0.71531302,-1.7009184
155,-1.525849,1.0304155,0.52984163,1.1813928,0.90759838,-0.82932793,-1.6212355
156,-1.716782,1.0556445,0.98117286,1.1452412,0.88345035,-0.93998167,-1.3675053
157,-1.1916003,1.1509428,0.73097961,1.1222483,0.86919236,-0.85403889,-0.13503166
158,-1.4215221,1.18361,0.85450428,1.1396606,0.87511709,-0.8328962,0.0016468765
159,-1.2366889,1.145465,1.2667091,1.0336919,0.83789727,-0.92216834,-0.41747634
160,-1.1374316,1.0930192,1.382988,0.99489195,0.82639848,-0.93307598,-0.057177043
161,-0.66550483,1.1207315,1.1551446,0.97376614,0.81995394,-0.86482791,0.33639753
162,-0.80946567,1.0561866,1.4929724,0.92775633,0.8042266,-0.89667204,0.042402747
163,-0.65963186,1.0597118,1.4998445,0.90155677,0.79163059,-0.87694232,0.28097784
164,-0.5570617,0.94963107,1.6416012,0.85743129,0.77982836,-0.88729503,0.076015122
165,-0.70068872,0.89025103,1.9242133,0.82653767,0.77291219,-0.91426425,0.032234198
166,-0.18850565,0.48441225,1.7851354,0.73856735,0.77054919,-0.87704326,0.55079593
167,-0.16957908,-0.013790721,2.1120609,0.63161561,0.76535081,-0.90233595,0.20194803
168,0.2141386,-0.43984987,1.8967631,0.57236149,0.77007725,-0.93272329,0.20945573
169,0.31981633,-0.90765409,2.2115364,0.4686129,0.75594074,-0.9087383,0.41240275
170,0.37678304,-1.3853599,2.4929355,0.36152323,0.75161777,-0.95505805,0.12687195
171,0.6164896,-1.7123984,2.3983575,0.31488221,0.75159777,-0.95619598,0.4286549
172,0.75021881,-1.8334265,2.4725101,0.27729399,0.74351377,-0.96990591,0.36392422
173,0.44598202,-1.9627992,2.8811252,0.2344315,0.73699881,-1.0250678,-0.11715958
174,0.77595241,-1.952527,2.6937499,0.2286574,0.71990746,-1.0211167,0.54578022
175,1.7487349,-2.3312005,2.8487942,-2.0475897,-1.3557131,-0.95614783,0.85407459
176,0.86423077,-1.560918,2.8383893,-1.8586278,-1.3356966,-1.0007606,0.30794852
177,0.56234265,-0.86119046,2.0650235,-1.6159183,-1.2859697,-0.92727836,0.90400227
178,0.24149526,-0.35871592,1.581918,-1.4452592,-1.2456672,-0.84368782,1.1017228
179,-0.38239417,0.021211097,1.3753331,-1.2787343,-1.2124533,-0.8216785,0.89538856
180,-0.53256158,0.41922894,0.77875078,-1.1161228,-1.1837402,-0.71810388,1.2394883
181,-1.0442236,0.57993937,0.66842497,-1.0123459,-1.1466708,-0.67257468,0.83622962
182,-0.8348089,0.65370848,0.48940602,-1.0022297,-1.1456832,-0.1980908,0.27378394
183,-0.90696509,0.61939983,0.64747267,-1.023496,-1.1527005,0.2016103,-0.64958021
184,-1.1143508,0.60191294,0.79113066,-1.0223652,-1.1528473,0.41472006,-0.9082714
185,-0.97179216,0.78635826,0.61139544,-1.0027584,-1.1568888,0.66993208,-0.86817712
186,-1.0597283,0.26403329,0.68175321,-1.0474432,-1.1428882,0.64870218,-0.66836884
187,-0.72093786,-0.018812442,-0.035618228,-0.98876374,-1.0990079,0.55852773,0.46834241
188,-1.2086033,-0.36972192,0.085239359,-0.97717048,-1.0749054,0.33538277,0.18243035
189,-1.6885851,-0.57505811,0.1125525,-0.94144617,-1.0436626,0.14173106,0.098685878
190,-1.2662528,-0.71212534,-0.60146733,-0.88090619,-1.0080874,0.14732188,0.8820771
191,-1.5817704,-0.89166367,-0.53186915,-0.87248809,-0.998236,0.09211577,0.28985287
192,-1.5763773,-1.0070694,-0.6232476,-0.8629618,-0.98361668,0.21242156,0.26962147
193,-1.6542487,-1.0890478,-0.770771,-0.82923542,-0.97196053,0.21555487,0.26605697
194,-1.6517242,-1.1850092,-0.76437595,-0.84981416,-0.96987276,0.31416244,-0.020994575
195,-0.64136869,-4.6879107,-0.48740108,-1.3601982,-0.93193123,0.41398296,0.085564015
196,-1.7553902,-0.75702567,-0.84770004,-0.77573989,-0.9662578,0.61733257,-0.51784403
197,-1.5972962,-0.46276432,-0.67921645,-0.80405822,-0.99916362,0.9233621,-1.2628806
198,-1.5540289,-0.14031331,-0.62011405,-0.77983233,-1.0145676,1.1293983,-1.6412544
199,-1.6442914,0.047881778,-0.19403747,-0.82978482,-1.0414364,1.3004675,-1.8622653
200,-1.574212,0.2338161,-0.02117249,-0.85215429,-1.0674163,1.4140927,-1.9386853
201,-1.1399326,0.29808812,0.034583645,-0.91959335,-1.0886108,1.6462011,-1.974737
202,-1.1624641,0.46284256,0.19501144,-0.92921769,-1.1037999,1.706877,-2.0563224
203,-0.99074293,0.52793643,0.32449181,-0.96909055,-1.1279555,1.8061998,-2.057719
204,-1.021865,0.56202253,0.50042263,-0.99259634,-1.1401267,1.8400357,-2.0720436
205,-1.2236099,0.64194501,0.6087675,-0.95658067,0.87871226,1.8521258,-2.0832045
206,-1.0022128,0.68396502,0.79611974,-1.0205124,0.853664,1.8894655,-1.4535128
207,-0.74299389,0.9270585,0.49003014,-0.97882981,0.85662803,1.7380362,-0.028793297
208,-1.1222821,1.0049156,0.80210032,-0.97504235,0.85464222,1.6831965,-0.28771602
209,-0.79026076,0.98799602,0.86784555,-1.0280388,0.83493096,1.8169988,-0.10663739
210,-0.82331744,1.0529536,0.8122026,-1.0127001,0.83858337,1.6897863,0.33046107
211,-0.90705405,1.0562515,0.96492018,-1.0228821,0.83145499,1.6974355,0.17696382
212,-0.73606135,1.1590125,0.6873204,-0.99258195,0.83549324,1.6434335,0.62910528
213,-1.1508523,1.1508774,1.0056273,-0.9882017,0.83224294,1.6339715,0.59559162
214,-0.83270252,1.12261,0.88238341,-1.0121682,0.83202319,1.5931063,0.60137416
215,-0.77688415,1.097208,0.83277722,-1.0133876,0.83370925,1.5709479,0.65210677
216,-0.70856754,1.0031816,0.87785219,-1.0444423,0.82992551,1.5923678,0.65228361
217,-0.66159941,1.099869,0.67740461,-1.0114752,0.83934776,1.5491588,0.94727513
218,-1.0716725,1.0533714,0.91097624,-0.99142016,0.8431034,1.4299028,0.59906539
219,-0.83395199,1.0215533,0.72321633,-0.99354659,0.84641308,1.4769443,0.85588376
220,-0.75183164,0.9906566,0.63731214,-0.99749235,0.84960058,1.4965315,0.62448981
221,-0.90899032,0.95130815,0.7624379,-1.0019538,0.84906528,1.4792205,0.79209882
222,-0.65170781,0.92666715,0.59063343,-1.0138862,0.85007174,1.4836249,0.91207234
223,-1.0295701,0.87187209,0.85584913,-1.0146347,0.84524277,1.4093399,0.659109
224,-0.78706898,0.87980175,0.61247996,-1.0038479,0.85615999,1.4416892,0.99421379
225,-1.4991954,1.1490304,0.70385926,1.1431956,-1.1240343,1.4247705,0.52991313
226,-0.83244666,0.68778948,0.22439665,1.1039055,-1.1124113,1.2058333,0.47835692
227,-0.72681656,0.17557818,0.32303177,1.0289369,-1.1097725,0.77410321,-0.34955224
228,-0.51644862,-0.35523693,0.41802866,0.92879744,-1.1162721,0.35243483,-0.9026657
229,-0.36959152,-0.87985663,0.48446084,0.84785372,-1.107958,-0.023391694,-1.2336436
230,-0.3726427,-1.310888,0.85705825,0.7421388,-1.1222997,-0.34807789,-1.4321877
231,-0.32262106,-1.4755727,0.72580855,0.74292495,-1.1104944,-0.62311438,-1.4631478
232,-0.47305915,-1.6059116,1.0659417,0.6861121,-1.1292106,-0.83652964,-1.4488147
233,-0.54327357,-1.6932835,1.2703754,0.66143304,-1.1330963,-0.99985829,-1.2478859
234,-0.31656824,-1.682183,0.97885968,0.67822357,-1.1131395,-1.0912497,-0.8190641
235,0.56087948,-1.8479442,0.92378519,-1.4980593,-1.1755814,-1.1196446,-0.42447218
236,-0.14255915,-1.2090558,0.84760762,-1.3343957,-1.155538,-1.1798604,-0.66043952
237,-0.76898733,-0.54040902,0.65896799,-1.1636011,-1.1318909,-1.1303759,0.069143499
238,-0.47545207,0.0062787429,-0.26817789,-0.97870019,-1.0944644,-0.89339129,1.2262316
239,-1.3225818,0.24254145,0.10980173,-0.90832952,-1.0838669,-0.71222496,-0.088428029
240,-1.1445789,0.2894569,0.26353904,-0.95499157,-1.104574,-0.032053559,-0.98160095
241,-0.6950024,0.32578132,0.23729655,-1.0077599,-1.1296848,0.5987808,-1.4169636
242,-0.90374501,0.4844327,0.40404785,-0.9939015,-1.136459,0.83103429,-1.611693
243,-0.89385913,0.51410658,0.4709604,-1.0092364,-1.1426172,1.0764629,-1.5797511
244,-0.93793798,0.60844202,0.5088976,-0.99602077,-1.1459434,1.24591,-1.5402654
245,-1.54987,0.83095253,0.33664387,1.2098656,0.92838387,1.4366038,-1.7227851
246,-1.268005,0.89584615,0.48316173,1.1570971,0.9078363,1.4249577,-1.3115764
247,-0.99594448,1.030199,0.39511177,1.1384261,0.88761873,1.0364835,-0.43748468
248,-1.1046955,1.1151732,0.71183251,1.1055367,0.8774292,0.61885044,-0.57527942
249,-1.2555959,1.1078601,1.0225877,1.0855424,0.85251579,0.30193917,-0.43515469
250,-0.66456039,1.1899809,0.72484412,1.0558057,0.84887493,0.14351665,0.30798199
251,-0.77056491,1.1990919,0.91609076,1.0273074,0.83973743,-0.057049719,0.012546061
252,-0.81286613,1.1818844,1.1567085,1.0041053,0.82501302,-0.21664198,0.070068021
253,-0.46395631,1.1687472,1.0521107,0.96916115,0.81658027,-0.30363295,0.30458414
254,-0.64885538,1.0959849,1.4128155,0.91885507,0.80131674,-0.43598887,-0.022785104
255,-0.64949198,1.0208997,1.6245606,0.87967587,0.78830168,-0.53916661,0.010888345
256,-0.24608054,1.007094,1.3588457,0.87055453,0.78896552,-0.51583845,0.64577046
257,-0.1786203,1.0088772,1.5187288,0.83349952,0.77426735,-0.57620013,0.32095843
258,-0.35592805,0.90465847,1.8611397,0.78241786,0.76086316,-0.68498145,-0.092283055
259,-0.20279545,0.89492281,1.7921378,0.77796472,0.75898978,-0.70316225,0.35158179
260,0.096193637,0.84319551,1.6869862,0.75609,0.75410337,-0.70218655,0.52293214
261,-0.13435804,0.77087644,2.0465943,0.71229195,0.74103863,-0.76259541,0.17584544
262,0.27368161,0.79133289,1.8020443,0.70209177,0.74395298,-0.74450143,0.60824836
263,0.11329121,0.75434576,2.0026095,0.68992242,0.73314599,-0.78456076,0.33769741
264,0.051416182,0.66525455,2.2980107,0.63792386,0.71237037,-0.82650042,0.1055596
265,-0.060001763,0.66788172,2.2796562,0.65156437,0.72374837,-0.80693255,0.52500937
266,0.49699973,0.68157606,1.9982129,0.62703975,0.71758581,-0.78456733,0.65206486
267,0.50893414,0.66212297,2.0128548,0.62595013,0.71656784,-0.82818014,0.34386966
268,0.21783662,0.55892361,2.4903463,0.55663555,0.6986604,-0.8729211,0.089846887
269,0.5978857,0.59997401,2.2258805,0.56569104,0.69883369,-0.82704482,0.67073342
270,0.55788405,0.5770634,2.3044901,0.55008629,0.69566567,-0.83903403,0.41207619
271,0.34490618,0.53691705,2.5900616,0.52988734,0.68129255,-0.89793555,0.0076422903
272,0.67741017,0.52406643,2.3600665,0.52912998,0.68767536,-0.84695746,0.61320938
273,0.50152442,0.55147527,2.4767049,0.53498465,0.68671844,-0.84663919,0.5210912
274,0.50737161,0.49202711,2.7011454,0.4791354,0.66696253,-0.88363964,0.24698628
275,1.0401075,0.22630269,2.9542092,-1.7139923,0.62118219,-0.88966601,0.38750932
276,0.84837716,0.38571112,2.7102675,-1.6403117,0.63311576,-0.82622478,1.0008496
277,1.0577037,0.45179859,1.9727593,-1.5276263,0.68445902,-0.65677307,2.0500181
278,0.42765083,0.65922546,1.9494002,-1.4137707,0.70967378,-0.57848458,1.7309025
279,0.44288523,0.71731481,1.3596784,-1.3117625,0.74470562,-0.43990527,2.3431474
280,-0.12934997,0.75112073,1.4923016,-1.2545412,0.76092462,-0.36982898,1.9586099
281,-0.43845825,0.8104897,1.2870506,-1.1659752,0.79839443,-0.30077498,2.0758509
282,-0.060257144,0.93891636,0.49275776,-1.0604076,0.82428684,-0.13047336,2.8042037
283,-0.9120461,0.88394502,0.95112844,-1.0410218,0.84253009,-0.14034953,1.7197103
284,-0.64704106,0.94545725,0.44842355,-0.98271397,0.8595809,-0.0030474632,2.2305259
285,-0.67182925,0.85923578,0.39187171,-0.97758769,0.86230027,0.28199242,1.8186916
286,-0.8751825,0.73060665,0.64069434,-1.0059275,0.86254377,0.50708026,1.1233422
287,-0.56765977,0.78527312,0.17114621,-0.95980291,0.88038741,0.61567248,1.7397436
288,-0.95077772,0.71711297,0.54446892,-0.96999914,0.87345355,0.7637829,1.1282863
289,-0.71280475,0.73500655,0.33307287,-0.97342379,0.87198954,0.89877431,1.344136
290,-0.95875334,0.72172996,0.38956903,-0.95136216,0.87979098,0.92779624,1.1685409
291,-1.0564327,0.6756323,0.63954371,-0.98133706,0.87766464,1.0556053,0.90596754
292,-0.67435058,0.72940523,0.20081183,-0.95582545,0.88979873,1.1227662,1.398098
293,-0.90931389,0.69643707,0.46935609,-0.9694204,0.87250464,1.1985778,0.94287046
294,-0.80114134,0.70759005,0.3442087,-0.97102181,0.8810263,1.2020471,1.2281358
295,-0.70488849,0.7168653,0.54256126,-1.0282522,-1.1623805,1.2791294,1.1887048
296,-0.7779491,0.32853806,0.39051259,-1.0231837,-1.1319409,1.1229923,0.92504241
